question_id,question_de,question_en,row_count,survey_ids,sample_answer_values,answer_options_en,answer_options_de,n_answer_options,duplicate_count
74943,Wie beschreibst Du Dein Hungergefühl?,How would you describe your feeling of hunger?,242,[1922],"['[""Ich bin nach einer Mahlzeit satt und esse trotzdem weiter."",""Unabhängig von den Mahlzeiten verspüre ich den ganzen Tag Hunger.""]', '[""Ich bin nach einer Mahlzeit satt und esse trotzdem weiter."",""Ich esse unabhängig von meinem Hungergefühl.""]', '[""Ich bin nach einer Mahlzeit satt und esse trotzdem weiter."",""Unabhängig von den Mahlzeiten verspüre ich den ganzen Tag Hunger."",""Ich esse unabhängig von meinem Hungergefühl.""]', '[""Ich esse unabhängig von meinem Hungergefühl.""]', '[""Ich bin nach einer Mahlzeit satt und höre auf zu essen.""]']","['I eat regardless of my hunger.', 'I feel full after a meal and still keep eating.', 'I feel full after a meal and stop eating.', 'I feel hungry all day long, regardless of meals.', 'Other']","['Ich bin nach einer Mahlzeit satt und esse trotzdem weiter.', 'Ich bin nach einer Mahlzeit satt und höre auf zu essen.', 'Ich esse unabhängig von meinem Hungergefühl.', 'Sonstiges', 'Unabhängig von den Mahlzeiten verspüre ich den ganzen Tag Hunger.']",5,3
74944,Wie häufig treibst Du Sport?,How often do you exercise?,172,[1922],"['Selten', 'Mehrmals pro Woche', 'Einmal pro Woche', 'Täglich', 'Gar nicht']","['Daily', 'Not at all', 'Once a week', 'Rarely', 'Several times a week']","['Einmal pro Woche', 'Gar nicht', 'Mehrmals pro Woche', 'Selten', 'Täglich']",5,4
74953,Wie sind Deine aktuellen Blutdruckwerte?,What are your current blood pressure values?,172,[1922],"['Normal: 90/60 bis 140/90', 'Hoch: Über 140/90']","['High: Over 140/90', 'Normal: 90/60 to 140/90']","['Hoch: Über 140/90', 'Normal: 90/60 bis 140/90']",2,16
74954,Trifft eine der folgenden Bedingungen auf Dich zu?,Do any of the following conditions apply to you?,172,[1922],"['Keine der genannten', 'Ich habe gastroösophagealen Reflux (Rückfluss von Magensäure in die Speiseröhre)']","['I have gastroesophageal reflux (reflux of stomach acid into the oesophagus)', 'None of the above']","['Ich habe gastroösophagealen Reflux (Rückfluss von Magensäure in die Speiseröhre)', 'Keine der genannten']",2,30
74959,Nimmst Du aktuell eines der folgenden Medikamente ein?,Are you currently taking any of the following medications?,172,[1922],"['[""Keines der genannten""]']",['Keines der genannten'],['Keines der genannten'],1,47
74960,Trifft eine der folgenden Bedingungen auf Dich zu?,Do any of the following conditions apply to you?,172,[1922],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,30
74962,Hast Du eine der folgenden Erkrankungen?,Do you have one of the following conditions?,172,[1922],['Keine der genannten'],['None of the above'],['Keine der genannten'],1,4
74965,Hattest Du jemals eine der folgenden Krankheiten (früher oder jetzt)?,Have you ever had any of the following diseases (past or present)?,172,[1922],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,4
74967,Leidest Du unter weiteren Vorerkrankungen oder nimmst verschreibungspflichtige Medikamente ein?,Are you suffering from other pre-existing conditions or taking prescription medication?,172,[1922],"['Nein', 'Ja']","['No', 'Yes']","['Ja', 'Nein']",2,60
74968,"Damit unser Ärzteteam Deine Behandlungs-Anfrage prüfen und Dich optimal beraten kann, benötigen wir folgende Dokumente:  Ein Ganzkörperfoto  Ein Foto der Seite Deines Personalausweises oder Reisepasses, auf der Dein Geburtsdatum und Dein Foto abgebildet sind. Du kannst die Fotos jetzt oder später hochladen. Wir erinnern Dich per E-Mail.Deine Daten werden streng vertraulich behandelt und entsprechend den gesetzlichen Bestimmungen gespeichert. Sie sind nur Dir und Deinem behandelnden Arzt zugänglich. Bei Fragen erreichst Du uns unter kontakt@golighter.de","We need the following documents so that our Medical Team can check your treatment enquiry and give you the best possible advice: A full body photo A  photo of the page of your identity card or passport that shows your date of birth and your photo. You can upload the photos now or later. We will remind you by e-mail. Your data will be treated in strict confidence and stored in accordance with the statutory provisions. They are only accessible to you and your treating Doctor. If you have any questions, please contact us at kontakt@golighter.de",172,[1922],"['Später hochladen', 'Jetzt hochladen']","['Upload Later', 'Upload Now']","['Jetzt hochladen', 'Später hochladen']",2,9
74973,"Bitte lade jetzt ein Ganzkörperfoto hoch. Achte darauf, dass Dein Ganzkörperfoto folgende Voraussetzungen erfüllt. Tipp: Nutze einen Ganzkörperspiegel, damit wichtige Körperbereiche nicht verdeckt oder abgeschnitten sind. Deine Fotos werden vertraulich behandelt und sind nur für Dich und den behandelnden Arzt sichtbar.",Please upload a full-body photo now. Make sure that your full-body photo fulfils the following requirements. Tip: Use a full-length mirror so that important areas of your body are not covered or cut off. Your photos will be treated confidentially and will only be visible to you and the Doctor treating you.,172,[1922],"['Cr1f4wTV5pfZMy8Yvpcz83XF', 'oosQEhdxGSkvkbGurVxhyUXN', 'vap7hYdZFT2t499PrqvszzWv', 'WHfBdYbUrx6ERMW7qqRqzeUs', 'FZWX6vSQBcWNmPzFFD58ojqN']",[],[],0,4
74974,"Vielen Dank für Deine Angaben!  Bitte bestätige, dass:  - Du bereits über eine Kombination aus Bewegung, Ernährung und Verhaltensänderung versuchst hast, gegen Dein Übergewicht anzuarbeiten.  - Du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. INFOBOX: Ist diese Behandlung sicher? Der eingesetzte Wirkstoff Tirzepatid wurde in Studien untersucht und in dessen Wirksamkeit belegt. Das Medikament ist grundsätzlich gut verträglich.  Wie bei jedem Medikament kann es jedoch auch hier zu Nebenwirkungen kommen, darunter (anfängliche) Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen.  Darüber hinaus kann es während der Anwendung zu einer Unterzuckerung kommen. Typische Symptome: kalter Schweiß, kühle blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit oder Schwäche.   Um solche Symptome vorzubeugen solltest Du stets ein Traubenzucker bei dir haben und bei ersten Symptomen einnehmen.   Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome sind Schmerzen oder Verhärtung des Oberbauches, Übelkeit und Fieber). In diesem Fall sollte sofort ein Arzt aufgesucht werden. Bei Nebenwirkungen oder Unsicherheiten sind unsere Ärzt:innen für Dich da. Bitte informiere zusätzlich Deine/n HausarztIn, sobald Du das Medikament anwendest.","Thank you for your details! Please confirm that:  - You have already tried a combination of exercise, diet and behavioural change to tackle your excess weight.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from incorrect information. The active ingredient tirzepatide has been investigated in studies and its effectiveness has been proven. The medication is generally well tolerated.  However, as with any medication, side effects can occur, including (initial) gastrointestinal complaints, tiredness or sleep disorders.  In addition, hypoglycaemia may occur during use. Typical symptoms: cold sweat, cool pale skin, headaches, rapid heartbeat, nausea or weakness. To prevent such symptoms, you should always have a glucose with you and take it at the first symptoms. An occasional side effect is pancreatitis (symptoms include pain or hardening of the upper abdomen, nausea and fever). In this case, a Doctor should be consulted immediately. Our Doctors are there for you in case of side effects or uncertainties. Please also inform your Family Doctor as soon as you start using the medication.",104,[1922],['Ich verstehe und bestätige'],['I understand and confirm'],['Ich verstehe und bestätige'],1,3
74975,Bitte lade jetzt ein Foto der Vorderseite Deines Personalausweises (oder Reisepasses) hoch. Deine Fotos werden vertraulich behandelt und sind nur für Dich und den behandelnden Arzt sichtbar.,Please upload a photo of the front of your identity card (or passport). Your photos will be treated confidentially and will only be visible to you and the Doctor treating you.,172,[1922],"['uPuyukpQ6fjDyYufGBrnvTB5', 'L23nTL2Hk4rsZunaH4aBHdMB', 'BS34zn4WKvsZGVngEUkhJMbd', 'q7E2W9cEeYCMhxRnDuswMFdr', 'fg7PAAQXHt9QkxSjceC1cyVA']",[],[],0,26
74976,"Vielen Dank für Deine Angaben!  Bitte bestätige, dass:  - Du nach dem Check-out ein Ganzkörperbild von Dir hochlädst zur finalen ärztlichen Bewertung.  - Du bereits über eine Kombination aus Bewegung, Ernährung und Verhaltensänderung versuchst hast, gegen Dein Übergewicht anzuarbeiten.  - Du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. INFOBOX: Ist diese Behandlung sicher? Der eingesetzte Wirkstoff Tirzepatid wurde in Studien untersucht und in dessen Wirksamkeit belegt. Das Medikament ist grundsätzlich gut verträglich.  Wie bei jedem Medikament kann es jedoch auch hier zu Nebenwirkungen kommen, darunter (anfängliche) Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen.  Darüber hinaus kann es während der Anwendung zu einer Unterzuckerung kommen. Typische Symptome: kalter Schweiß, kühle blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit oder Schwäche.   Um solche Symptome vorzubeugen solltest Du stets ein Traubenzucker bei dir haben und bei ersten Symptomen einnehmen.   Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome sind Schmerzen oder Verhärtung des Oberbauches, Übelkeit und Fieber). In diesem Fall sollte sofort ein Arzt aufgesucht werden.   Bei Nebenwirkungen oder Unsicherheiten sind unsere Ärzt:innen für Dich da. Bitte informiere zusätzlich Deine/n HausarztIn, sobald Du das Medikament anwendest.","Thank you for your details! Please confirm that:  - You will upload a full body photo of yourself after check-out for final medical assessment.  - You have already tried a combination of exercise, diet and behavioural change to tackle your excess weight.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from incorrect information. Is this treatment safe? The active ingredient Tirzepatide has been investigated in studies and its efficacy has been proven. The drug is generally well tolerated.  However, as with any medication, side effects can occur, including (initial) gastrointestinal complaints, tiredness or sleep disorders.  In addition, hypoglycaemia may occur during use. Typical symptoms: cold sweat, cool pale skin, headaches, rapid heartbeat, nausea or weakness. To prevent such symptoms, you should always have a glucose with you and take it at the first symptoms. An occasional side effect is pancreatitis (symptoms include pain or hardening of the upper abdomen, nausea and fever). In this case, a Doctor should be consulted immediately. Our Doctors are there for you in case of side effects or uncertainties. Please also inform your Family Doctor as soon as you start using the medication.",85,[1922],['Ich verstehe und bestätige'],['I understand and confirm'],['Ich verstehe und bestätige'],1,3
74979,An welchen weiteren Vorerkrankungen leidest Du oder welche weitere verschreibungspflichtige Medikamente nimmst Du ein?,What other pre-existing conditions do you suffer from or what other prescription medication are you taking?,26,[1922],"['Bluthochdruck', 'L-Thyroxin, Candesartan', 'Schilddrüsenunterfunktion L-Thyroxin 125 ', 'Pregabalin ', 'Pille']",[],[],0,30
80285,"Bitte trage Deine Größe und Dein Gewicht ein, damit wir Deinen BMI* berechnen und Deine Eignung für Wegovy® prüfen können. * Die Wegovy Behandlung ist ab einem BMI von min. 27 geeignet.",Please enter your height and weight so that we can calculate your BMI* and check your suitability for Wegovy®. The Wegovy treatment is suitable from a BMI of min. 27.,43,[1974],"['{""bmi"":30.120481927710845,""height"":166,""weight"":83}', '{""bmi"":36.523009495982464,""height"":185,""weight"":125}', '{""bmi"":30.38710529792575,""height"":174,""weight"":92}', '{""bmi"":41.795918367346935,""height"":175,""weight"":128}', '{""bmi"":33.13975508142911,""height"":178,""weight"":105}']",[],[],0,19
80286,Der Wirkstoff Semaglutid hat sich in Studien als wirksam und gut verträglich erwiesen. Wie bei jedem Medikament können jedoch Nebenwirkungen auftreten. Ist bei Dir in der Vergangenheit eine der folgenden Nebenwirkungen aufgetreten?,"The active ingredient semaglutide has proven to be effective and well tolerated in studies. However, as with any medication, side effects can occur. Have you experienced any of the following side effects in the past?",2,[1974],"['Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.']",['I did not have severe side effects due to which I discontinued treatment.'],"['Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.']",1,10
80287,Wie häufig treibst Du Sport?,How often do you do sports?,43,[1974],"['Mehrmals pro Woche', 'Einmal pro Woche', 'Selten', 'Gar nicht', 'Täglich']","['Daily', 'Not at all', 'Once a week', 'Rarely', 'Several times a week']","['Einmal pro Woche', 'Gar nicht', 'Mehrmals pro Woche', 'Selten', 'Täglich']",5,39
80288,Wie lauten Deine aktuellen Blutdruckwerte?,What are your current blood pressure readings?,43,[1974],"['Normal - Zwischen 90/60 - 140/90', 'Hoch - Über 140/90']","['High 140/90', 'Normal 90/60 - 140/90']","['Hoch - Über 140/90', 'Normal - Zwischen 90/60 - 140/90']",2,60
80289,Hast Du in der Vergangenheit Medikamente mit dem Wirkstoff Liraglutid oder Semaglutid gegen Übergewicht verwendet?,Have you used medications with the active ingredient liraglutide or semaglutide for obesity in the past?,43,[1974],"['Nein', 'Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren', 'Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren']","['No', 'Yes,       I lost less than 4% body weight in 3 months with it', 'Yes,       I lost more than 4% body weight in 3 months with it']","['Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren', 'Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren', 'Nein']",3,25
80291,Aufgrund Deines BMI bist Du für Wegovy geeignet. Wie lange hast Du schon Gewichtsprobleme?,Your BMI makes you suitable for Wegovy. How long have you had weight problems?,43,[1974],"['Seit der Kindheit oder Jugend', '1-5 Jahre', 'Mehr als 5 Jahre', 'Weniger als 1 Jahr']","['1-5 years', 'Less than 1 year', 'More than 5 years', 'Since childhood or adolescence']","['1-5 Jahre', 'Mehr als 5 Jahre', 'Seit der Kindheit oder Jugend', 'Weniger als 1 Jahr']",4,20
80292,Leidest Du unter weiteren Vorerkrankungen oder nimmst verschreibungspflichtige Medikamente ein?,Are you suffering from other pre-existing conditions or taking prescription medication?,43,[1974],"['Nein', 'Ja']","['No', 'Yes']","['Ja', 'Nein']",2,60
80295,Hast Du in der Vergangenheit andere Maßnahmen für eine Gewichtsabnahme ergriffen?,Have you taken other weight loss measures in the past?,43,[1974],"['Diät - eigene Diät oder ein Programm', 'Sport', 'Abnehm-App', 'Anderes', 'Ernährungsberatung']","['Diet - own diet or a program', 'Exercise', 'No', 'Nutritional counselling', 'Other', 'Weight loss app', 'medication']","['Abnehm-App', 'Anderes', 'Diät - eigene Diät oder ein Programm', 'Ernährungsberatung', 'Medikamente', 'Nein', 'Sport']",7,41
80305,"Vielen Dank für Deine Angaben! Bitte bestätige, dass:  - Du bereits über eine Kombination aus Bewegung, Ernährung und Verhaltensänderung versuchst hast, gegen Dein Übergewicht anzuarbeiten.  - Du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Ist diese Behandlung sicher? Der eingesetzte Wirkstoff Semaglutid wurde in Studien untersucht und in dessen Wirksamkeit belegt. Das Medikament ist grundsätzlich gut verträglich. Wie bei jedem Medikament kann es jedoch auch hier zu unerwünschten Nebenwirkungen kommen, darunter (anfängliche) Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen.   Darüber hinaus kann es während der Anwendung zu einer Unterzuckerung kommen. Typische Symptome sind kalter Schweiß, kühle blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit oder Schwäche. Um solche Symptome vorzubeugen solltest Du stets ein Traubenzucker bei dir haben und bei ersten Symptomen einnehmen.  Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome sind Schmerzen oder Verhärtung des Oberbauches, Übelkeit und Fieber). In diesem Fall sollte sofort ein Arzt aufgesucht werden.   Bei Nebenwirkungen oder Unsicherheiten sind unsere Ärzt:innen für Dich da. Bitte informiere zusätzlich Deine/n HausarztIn, sobald du das Medikament anwendest.","Thank you for your details! Please confirm that:  - You have already tried a combination of exercise, diet and behavioural change to tackle your excess weight.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from incorrect information. Is this treatment safe? The active ingredient semaglutide has been investigated in studies and its efficacy has been proven. The drug is generally well tolerated. However, as with any drug, undesirable side effects may occur, including (initial) gastrointestinal discomfort, fatigue or sleep disturbances.   In addition, hypoglycemia may occur during use. Typical symptoms are cold sweat, cool pale skin, headache, fast heartbeat, nausea or weakness. To prevent such symptoms you should always have a glucose with you and take it at the first symptoms.  An occasional side effect is pancreatitis (symptoms are pain or hardening of the upper abdomen, nausea and fever). In this case, a doctor should be consulted immediately.   In case of side effects or uncertainties, our doctors are there for you. In addition, please inform your family doctor as soon as you start using the medication.",25,[1974],['Ich verstehe und bestätige.'],['I understand and confirm.'],['Ich verstehe und bestätige.'],1,19
80323,"Die medikamentöse Behandlung sollte nicht die erste Wahl im Kampf gegen Übergewicht sein - zuerst solltest Du es mit einer Kombination aus Bewegung, Ernährung und Verhaltensänderungen versuchen. Bitte kontaktiere Deinen Hausarzt, um eine ganzheitliche Behandlung gegen Übergewicht zu starten.","Drug treatment should not be your first choice in the fight against obesity - first you should try a combination of exercise, diet and behavioral changes. Please contact your family doctor to start a holistic treatment against overweight.",3,[1974],['Ich verstehe und bestätige.'],['I understand and confirm.'],['Ich verstehe und bestätige.'],1,13
80331,Trifft eine der folgenden Konditionen auf Dich zu?,Do any of the following conditions apply to you?,43,[1974],"['[""Keine der genannten""]']","['None of the above"".']",['Keine der genannten'],1,30
80337,Nimmst Du aktuell eines der folgenden Medikamente ein?,Are you currently taking any of the following medications?,43,[1974],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,47
80339,Trifft eine der folgenden Konditionen auf Dich zu?,Do you suffer from any of the following conditions?,43,[1974],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,67
80341,Leidest Du unter einer der folgenden Erkrankungen?,Do you suffer from any of the following conditions?,43,[1974],['Keiner der genannten'],['None of the above'],['Keiner der genannten'],1,67
80343,Ist eine der folgenden Erkrankungen schon einmal bei Dir aufgetreten (in der Vergangenheit oder aktuell)?,Have you ever had any of the following conditions (past or present)?,43,[1974],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,25
80346,"Für die Prüfung Deiner Anfrage benötigt das Ärzteteam: - 1 Ganzkörperfoto  - 1 Foto Deines Personalausweises / Reisepasses (Seite mit Geburtsdatum & Foto)  Lade die Fotos jetzt oder später hoch – wir erinnern Dich per E-Mail. Für die Prüfung Deiner Anfrage benötigt das Ärzteteam: - 1 Ganzkörperfoto. - 1 Foto Deines Personalausweises / Reisepasses (Seite mit Geburtsdatum & Foto). Lade die Fotos jetzt oder später hoch – wir erinnern Dich per E-Mail. Deine Daten werden vertraulich behandelt, entsprechend den gesetzlichen Bestimmungen gespeichert und sind nur Dir und dem behandelnden Arzt zugänglich. Bei Fragen wende Dich bitte an kontakt@golighter.de","To check your enquiry, the Medical Team needs - 1 full body photo. - 1 photo of your identity card / passport (page with date of birth & photo). Upload the photos now or later - we will remind you by e-mail. Your data will be treated confidentially, stored in accordance with legal requirements and will only be accessible to you and the Doctor treating you. If you have any questions, please contact kontakt@golighter.de",43,[1974],"['Später hochladen', 'Foto sofort hochladen']","['Upload photo immediately', 'Upload photo later']","['Foto sofort hochladen', 'Später hochladen']",2,16
80348,"Lade bitte 1 Ganzkörperfoto hoch, das folgende Kriterien erfüllt. Tipp: Nutze einen Ganzkörperspiegel, damit alle Körperbereiche sichtbar sind.  Deine Fotos bleiben vertraulich und sind nur Dir und dem behandelnden Arzt zugänglich.",Please upload 1 full-body photo that fulfils the following criteria. Tip: Use a full-length mirror so that all parts of your body are visible.  Your photos will remain confidential and will only be accessible to you and the Doctor treating you.,43,[1974],"['dhdUZjjWy81pm5vy64HtMK6W', 'tW82y7hYoJWBUNuPZYCMU8xa', 'DRMadotsnc9QDVa9hRke1A5v', 'EtXF8WgYwZKddgm24obMzQpb', 'qHffQ7XBkEGqSBhHh2ShMC1e']",[],[],0,16
80350,Bitte lade jetzt ein Foto der Vorderseite Deines Personalausweises (oder Reisepasses) hoch. Deine Fotos werden vertraulich behandelt und sind nur für Dich und den behandelnden Arzt sichtbar.,Please upload a photo of the front of your identity card (or passport). Your photos will be treated confidentially and will only be visible to you and the Doctor treating you.,43,[1974],"['vjkrt5zciiHNeHdevQeyYjMH', 'LLDgaFJC5qwV48pfRiQtmYR4', 'yxiTixo6c2e8YzfbNxX9yXf8', 'HUUbXyKbdMpmuScWG1D32stV', '7xTq8scj2tdHUKwvowupjmoK']",[],[],0,26
80352,"Vielen Dank für Deine Angaben! Bitte bestätige, dass: - Du nach dem Check-out ein Ganzkörperbild von Dir hochlädst zur finalen ärztlichen Bewertung.  - Du bereits über eine Kombination aus Bewegung, Ernährung und Verhaltensänderung versuchst hast, gegen Dein Übergewicht anzuarbeiten.  - Du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Ist diese Behandlung sicher? Der eingesetzte Wirkstoff Semaglutid wurde in Studien untersucht und in dessen Wirksamkeit belegt. Das Medikament ist grundsätzlich gut verträglich. Wie bei jedem Medikament kann es jedoch auch hier zu unerwünschten Nebenwirkungen kommen, darunter (anfängliche) Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen.   Darüber hinaus kann es während der Anwendung zu einer Unterzuckerung kommen. Typische Symptome sind kalter Schweiß, kühle blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit oder Schwäche. Um solche Symptome vorzubeugen solltest Du stets ein Traubenzucker bei dir haben und bei ersten Symptomen einnehmen.  Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome sind Schmerzen oder Verhärtung des Oberbauches, Übelkeit und Fieber). In diesem Fall sollte sofort ein Arzt aufgesucht werden.   Bei Nebenwirkungen oder Unsicherheiten sind unsere Ärzt:innen für Dich da. Bitte informiere zusätzlich Deine/n HausarztIn, sobald du das Medikament anwendest.","Thank you for your details! Please confirm that:  - You will upload a full body photo of yourself after check-out for final medical assessment.  - You have already tried a combination of exercise, diet and behavioural change to tackle your excess weight.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from incorrect information. Is this treatment safe? The active ingredient Semaglutide has been investigated in studies and its efficacy has been proven. The drug is generally well tolerated. However, as with any drug, undesirable side effects may occur, including (initial) gastrointestinal discomfort, fatigue or sleep disturbances.   In addition, hypoglycemia may occur during use. Typical symptoms are cold sweat, cool pale skin, headache, fast heartbeat, nausea or weakness. To prevent such symptoms you should always have a glucose with you and take it at the first symptoms.  An occasional side effect is pancreatitis (symptoms are pain or hardening of the upper abdomen, nausea and fever). In this case, a doctor should be consulted immediately.   In case of side effects or uncertainties, our Doctors are there for you. In addition, please inform your family Doctor as soon as you start using the medication.",21,[1974],['Ich verstehe und bestätige.'],['I understand and confirm.'],['Ich verstehe und bestätige.'],1,12
80366,"Leidest Du unter einer der folgenden Erkrankungen? Bitte antworte ehrlich, da diese Angaben für den ärztlichen Check wichtig sind.","Do you suffer from any of the following conditions? Please answer honestly, as this information is important for the medical check.",11,[1974],"['[""Keine der genannten""]', '[""Prädiabetes""]', '[""obstruktive Schlafapnoe""]', '[""niedriger HDL-Cholesterinspiegel""]', '[""Erhöhung des Cholesterins und / oder der Triglyceriden im Blut""]']","['Elevation of Cholesterol and / or Triglycerides in the Blood', 'Low HDL Cholesterol Level', 'None of the Above', 'Obstructive Sleep Apnoea', 'Prediabetes']","['Erhöhung des Cholesterins und / oder der Triglyceriden im Blut', 'Keine der genannten', 'Prädiabetes', 'niedriger HDL-Cholesterinspiegel', 'obstruktive Schlafapnoe']",5,26
80369,An welchen weiteren Vorerkrankungen leidest Du oder welche weitere verschreibungspflichtige Medikamente nimmst Du ein?,What other pre-existing conditions do you suffer from or what other prescription medication are you taking?,11,[1974],"['Metroprolol Amlodepin', 'Astha Bronchiale\\nTrimbow Spray', 'Anti Baby Pille', 'OLMESARTAN 20mg', 'L-Thyroxin']",[],[],0,30
80372,Wie sind Deine aktuellen Blutdruckwerte?,What are your current blood pressure values?,27,[1975],"['Normal: 90/60 bis 140/90', 'Hoch: Über 140/90']","['High: Above 140/90', 'Normal: 90/60 to 140/90']","['Hoch: Über 140/90', 'Normal: 90/60 bis 140/90']",2,16
80374,Nimmst Du seit Deiner letzten Verschreibung neue verschreibungspflichtige Medikamente ein (außer Medikamente gegen Erektionsstörungen)?,Are you taking any new prescription medication since your last prescription (except medication for erectile dysfunction)?,27,[1975],['Nein'],['No'],['Nein'],1,9
80378,Sind bei Dir seit der letzten Verschreibung neue gesundheitliche Probleme aufgetreten oder wurden neue Diagnosen gestellt?,Have you had any new health problems or diagnoses since your last prescription?,27,[1975],['Nein'],['No'],['Nein'],1,9
80384,Hast Du neben dem Gewichtsverlust in den letzten Wochen auch eines der folgenden Symptome bei Dir bemerkt?,Have you noticed any of the following symptoms in addition to weight loss in the last few weeks?,27,[1975],"['[""Keines der genannten""]']",['None of the above'],['Keines der genannten'],1,9
80386,In welcher Dosierung verwendest Du Mounjaro® zurzeit?,In what dosage are you currently using Mounjaro®?,27,[1975],"['2,5 mg Tirzepatid', '10 mg Tirzepatid', '5 mg Tirzepatid', '15 mg Tirzepatid']","['10 mg Tirzepatide', '15 mg Tirzepatide', '2.5 mg Tirzepatide', '5 mg Tirzepatide']","['10 mg Tirzepatid', '15 mg Tirzepatid', '2,5 mg Tirzepatid', '5 mg Tirzepatid']",4,14
80387,Wie regelmäßig hast Du das Medikament injiziert?,How regularly did you inject the medication?,27,[1975],"['Regelmäßig 1-mal wöchentlich', 'Häufiger als 1-mal wöchentlich']","['More often than once a week', 'Regularly once a week']","['Häufiger als 1-mal wöchentlich', 'Regelmäßig 1-mal wöchentlich']",2,9
80388,Verabreichst Du Dir das Medikament ohne Unterbrechung?,Are you taking the medication without interruption?,27,[1975],"['Ich wende das Medikament lückenlos an.', 'Ich habe eine Einnahmepause von unter 4 Wochen.']","['I have a break of less than 4 weeks.', 'I use the medication without interruption.']","['Ich habe eine Einnahmepause von unter 4 Wochen.', 'Ich wende das Medikament lückenlos an.']",2,9
80389,"Hast Du außer Mounjaro® noch andere Maßnahmen ergriffen, um abzunehmen?",Have you taken any other measures besides Mounjaro® to lose weight?,50,[1975],"['[""Diät – eigene Diät oder ein spezielles Programm"",""Sport"",""Abnehm-App""]', '[""Diät – eigene Diät oder ein spezielles Programm"",""Sport""]', '[""Diät – eigene Diät oder ein spezielles Programm""]', '[""Sport"",""Ernährungsberatung""]', '[""Diät – eigene Diät oder ein spezielles Programm"",""Sport"",""Ernährungsberatung""]']","['Diet - own diet or a special programme', 'Nutritional advice', 'Other', 'Sport', 'Weight loss app']","['Abnehm-App', 'Anderes', 'Diät – eigene Diät oder ein spezielles Programm', 'Ernährungsberatung', 'Sport']",5,9
80391,"Wir benötigen Deine Größe und Dein Gewicht, um Deinen aktuellen Body-Mass-Index (BMI) zu berechnen.",We need your height and weight to calculate your current body mass index (BMI).,27,[1975],"['{""bmi"":26.729927495071667,""height"":173,""weight"":80}', '{""bmi"":30.470521541950117,""height"":168,""weight"":86}', '{""bmi"":32.2707877657858,""height"":167,""weight"":90}', '{""bmi"":33.386558281318045,""height"":166,""weight"":92}', '{""bmi"":36.32812499999999,""height"":160,""weight"":93}']",[],[],0,9
