question_id,question_en,question_de,clinical_category,answer_type,confidence,duplicate_group_id,canonical_question_id,duplicate_count,row_count
51857,Do you smoke regularly?,Rauchst Du regelmäßig?,LIFESTYLE_ASSESSMENT,predefined,high,15,8806,97,2
51858,Have you been diagnosed with any of the following diseases or medical events by a Physician? Please select applicable.,Wurde bei Dir eine der folgenden Krankheiten oder medizinischen Ereignisse durch einen Arzt diagnostiziert? Bitte wähle Zutreffende aus.,MEDICAL_CONDITIONS,predefined,high,40,35340,90,2
51860,Are you currently taking any of the following medications? Please select the appropriate ones.,Nimmst Du aktuell eines der folgenden Medikamente ein? Bitte wähle Zutreffende aus.,MEDICATION_HISTORY,predefined,high,4,4728,202,2
51862,"Have you been advised by a physician to avoid strenuous physical activity? For example, because of serious heart disease or heart pain (angina pectoris or unstable angina)?","Wurde Dir durch einen Mediziner empfohlen, starke körperliche Anstrengungen zu vermeiden? Zum Beispiel wegen ernsthaften Herzerkrankungen oder Herzschmerz (Angina pectoris oder Instabile Angina)?",MEDICAL_CONDITIONS,predefined,high,17,8811,97,2
51863,"Please confirm that you have answered all questions truthfully. We are not liable for any health consequences resulting from false information. Please also note the following: - If your erection lasts 4 hours or longer, we recommend that you see a Doctor immediately to avoid permanent damage. - Do not take several medicines for erectile dysfunction at the same time.  - Leave at least 24 hours (36 hours for Tadalafil / Cialis) between each dose.  - Do not exceed the dose prescribed by your Doctor.","Bitte bestätige, dass du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Beachte außerdem folgendes: - Falls Deine Erektion 4 Stunden oder länger andauern sollte, empfehlen wir Dir umgehend einen Arzt aufzusuchen, um dauerhafte Schäden zu vermeiden. - Nimm nicht mehrere Medikamente gegen Erektionsstörung gleichzeitig ein.  - Beachte eine Pause von mindestens 24 Stunden (bei Tadalafil / Cialis von 36 Stunden) zwischen zwei Einnahmen.  - Überschreite nicht die Dir vom Arzt verschriebene Dosis.",TREATMENT_CONFIRMATION,confirmation,high,18,8812,201,2
51866,Please indicate the sex you were assigned at birth.,"Bitte gib das Geschlecht an, welches Dir bei Deiner Geburt zugeordnet wurde.",DEMOGRAPHIC_INFO,predefined,high,19,8815,97,2
51867,How many times could you maintain an erection during sexual intercourse?,Wie oft kannst Du die Erektion während des Geschlechtsakts aufrechterhalten?,TREATMENT_EFFECTIVENESS,predefined,high,34,15193,97,2
51868,Do you have Diabetes?,Hast Du Diabetes?,MEDICAL_CONDITIONS,predefined,high,39,34170,200,2
51874,This may indicate underlying vascular disease. Please consult an offline Doctor.,Dies kann Hinweis auf eine zugrundeliegende Gefäßerkrankung sein. Bitte suche zeitnah einen nierdergelassenen Arzt auf.,MEDICAL_CONSULTATION_ADVICE,confirmation,high,82,47312,67,1
52052,Which PDE-5 inhibitor did you take?,Welchen PDE-5-Hemmer hast Du eingenommen?,UNCLASSIFIED,predefined,high,84,51317,7,4
52053,"How satisfied are you with your sex life since taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie zufrieden bist Du mit deinem Sexualleben seitdem Du den PDE-5-Hemmer ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) einnimmst?",TREATMENT_EFFECTIVENESS,predefined,high,2,4724,105,4
52054,Have you been newly diagnosed with any of the following conditions or medical events by a Doctor in the last few months since you were prescribed PDE-5-Inhibitors (independent of taking the PDE-5-Inhibitor)? Please select which applies.,Wurde bei Dir in den letzten Monaten seit Deiner Verschreibung des PDE-5-Hemmers eine der folgenden Krankheiten oder medizinischen Ereignisse durch einen Arzt neu diagnostiziert (unabhängig von der Einnahme des PDE-5-Hemmers)? Bitte wähle Zutreffende aus.,MEDICAL_CONDITIONS,predefined,high,3,4726,105,4
52056,Are you currently taking any of the following medications? Please select the appropriate ones.,Nimmst Du aktuell eines der folgenden Medikamente ein? Bitte wähle Zutreffende aus.,MEDICATION_HISTORY,predefined,high,4,4728,202,4
52058,"Have you experienced the following side effects while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Sind folgende Nebenwirkungen während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) aufgetreten?",SIDE_EFFECT_REPORT,predefined,high,5,4730,210,4
52059,"Have you experienced the following side effects while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Sind folgende Nebenwirkungen während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) aufgetreten?",SIDE_EFFECT_REPORT,predefined,high,5,4730,210,4
52060,"How often did you achieve an erection sufficient for penetration and sexual intercourse while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie oft hast Du während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) eine für die Penetration und Ausübung des Geschlechtakts ausreichende Erektion erreicht?",TREATMENT_EFFECTIVENESS,predefined,high,36,19643,105,4
52061,"How often could you maintain an erection during sexual intercourse while taking the PDE-5 inhibitor (Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie oft konntest Du während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) die Erektion während des Geschlechtsakts aufrechterhalten?",TREATMENT_EFFECTIVENESS,predefined,high,37,19644,105,4
52064,Do you have Diabetes?,Hast Du Diabetes?,MEDICAL_CONDITIONS,predefined,high,39,34170,200,4
52065,What are your current blood pressure readings?,Wie lauten Deine aktuellen Blutdruckwerte?,BLOOD_PRESSURE_CHECK,predefined,high,12,8802,263,4
52069,"Please confirm that you have answered all questions truthfully. We are not liable for any health consequences resulting from false information. Please also note the following: - If your erection lasts 4 hours or longer, we recommend that you see a Doctor immediately to avoid permanent damage. - Do not take several medicines for erectile dysfunction at the same time.  - Leave at least 24 hours (36 hours for Tadalafil / Cialis) between each dose.  - Do not exceed the dose prescribed by your Doctor.","Bitte bestätige, dass du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Beachte außerdem folgendes: - Falls Deine Erektion 4 Stunden oder länger andauern sollte, empfehlen wir Dir umgehend einen Arzt aufzusuchen, um dauerhafte Schäden zu vermeiden. - Nimm nicht mehrere Medikamente gegen Erektionsstörung gleichzeitig ein.  - Beachte eine Pause von mindestens 24 Stunden (bei Tadalafil / Cialis von 36 Stunden) zwischen zwei Einnahmen.  - Überschreite nicht die Dir vom Arzt verschriebene Dosis.",TREATMENT_CONFIRMATION,confirmation,high,18,8812,201,4
52771,------------------------------------- ATTENTION ------------------------------------ EASY REORDER QUESTIONNAIRE!!! Please ONLY prescribe if you see a previous RX Treatment in the Patient History (same Indication). ------------------------------------- ATTENTION ------------------------------------ EN: Which PDE-5 inhibitor did you take?,Welchen PDE-5-Hemmer hast Du eingenommen?,MEDICATION_HISTORY,predefined,high,83,48628,12,1
52772,"How satisfied are you with your sex life since taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie zufrieden bist Du mit deinem Sexualleben seitdem Du den PDE-5-Hemmer ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) einnimmst?",TREATMENT_EFFECTIVENESS,predefined,high,2,4724,105,1
52773,Have you been newly diagnosed with any of the following conditions or medical events by a Doctor in the last few months since you were prescribed PDE-5-Inhibitors (independent of taking the PDE-5-Inhibitor)? Please select which applies.,Wurde bei Dir in den letzten Monaten seit Deiner Verschreibung des PDE-5-Hemmers eine der folgenden Krankheiten oder medizinischen Ereignisse durch einen Arzt neu diagnostiziert (unabhängig von der Einnahme des PDE-5-Hemmers)? Bitte wähle Zutreffende aus.,MEDICAL_CONDITIONS,predefined,high,3,4726,105,1
52775,Are you currently taking any of the following medications? Please select the appropriate ones.,Nimmst Du aktuell eines der folgenden Medikamente ein? Bitte wähle Zutreffende aus.,MEDICATION_HISTORY,predefined,high,4,4728,202,1
52777,"Have you experienced the following side effects while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Sind folgende Nebenwirkungen während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) aufgetreten?",SIDE_EFFECT_REPORT,predefined,high,5,4730,210,1
52778,"Have you experienced the following side effects while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Sind folgende Nebenwirkungen während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) aufgetreten?",SIDE_EFFECT_REPORT,predefined,high,5,4730,210,1
52779,"How often did you achieve an erection sufficient for penetration and sexual intercourse while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie oft hast Du während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) eine für die Penetration und Ausübung des Geschlechtakts ausreichende Erektion erreicht?",TREATMENT_EFFECTIVENESS,predefined,high,36,19643,105,1
52780,"How often could you maintain an erection during sexual intercourse while taking the PDE-5 inhibitor (Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie oft konntest Du während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) die Erektion während des Geschlechtsakts aufrechterhalten?",TREATMENT_EFFECTIVENESS,predefined,high,37,19644,105,1
52783,Do you have Diabetes?,Hast Du Diabetes?,MEDICAL_CONDITIONS,predefined,high,39,34170,200,1
52784,What are your current blood pressure readings?,Wie lauten Deine aktuellen Blutdruckwerte?,BLOOD_PRESSURE_CHECK,predefined,high,12,8802,263,1
52788,"Please confirm that you have answered all questions truthfully. We are not liable for any health consequences resulting from false information. Please also note the following: - If your erection lasts 4 hours or longer, we recommend that you see a Doctor immediately to avoid permanent damage. - Do not take several medicines for erectile dysfunction at the same time.  - Leave at least 24 hours (36 hours for Tadalafil / Cialis) between each dose.  - Do not exceed the dose prescribed by your Doctor.","Bitte bestätige, dass du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Beachte außerdem folgendes: - Falls Deine Erektion 4 Stunden oder länger andauern sollte, empfehlen wir Dir umgehend einen Arzt aufzusuchen, um dauerhafte Schäden zu vermeiden. - Nimm nicht mehrere Medikamente gegen Erektionsstörung gleichzeitig ein.  - Beachte eine Pause von mindestens 24 Stunden (bei Tadalafil / Cialis von 36 Stunden) zwischen zwei Einnahmen.  - Überschreite nicht die Dir vom Arzt verschriebene Dosis.",TREATMENT_CONFIRMATION,confirmation,high,18,8812,201,1
52790,------------------------------------- ATTENTION ------------------------------------ EASY REORDER QUESTIONNAIRE!!! Please ONLY prescribe if you see a previous RX Treatment in the Patient History (same Indication). ------------------------------------- ATTENTION ------------------------------------ EN: Which PDE-5 inhibitor did you take?,Welchen PDE-5-Hemmer hast Du eingenommen?,MEDICATION_HISTORY,predefined,high,83,48628,12,5
52791,"How satisfied are you with your sex life since taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie zufrieden bist Du mit deinem Sexualleben seitdem Du den PDE-5-Hemmer ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) einnimmst?",TREATMENT_EFFECTIVENESS,predefined,high,2,4724,105,5
52792,Have you been newly diagnosed with any of the following conditions or medical events by a Doctor in the last few months since you were prescribed PDE-5-Inhibitors (independent of taking the PDE-5-Inhibitor)? Please select which applies.,Wurde bei Dir in den letzten Monaten seit Deiner Verschreibung des PDE-5-Hemmers eine der folgenden Krankheiten oder medizinischen Ereignisse durch einen Arzt neu diagnostiziert (unabhängig von der Einnahme des PDE-5-Hemmers)? Bitte wähle Zutreffende aus.,MEDICAL_CONDITIONS,predefined,high,3,4726,105,5
52794,Are you currently taking any of the following medications? Please select the appropriate ones.,Nimmst Du aktuell eines der folgenden Medikamente ein? Bitte wähle Zutreffende aus.,MEDICATION_HISTORY,predefined,high,4,4728,202,5
52796,"Have you experienced the following side effects while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Sind folgende Nebenwirkungen während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) aufgetreten?",SIDE_EFFECT_REPORT,predefined,high,5,4730,210,5
52797,"Have you experienced the following side effects while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Sind folgende Nebenwirkungen während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) aufgetreten?",SIDE_EFFECT_REPORT,predefined,high,5,4730,210,5
52798,"How often did you achieve an erection sufficient for penetration and sexual intercourse while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie oft hast Du während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) eine für die Penetration und Ausübung des Geschlechtakts ausreichende Erektion erreicht?",TREATMENT_EFFECTIVENESS,predefined,high,36,19643,105,5
52799,"How often could you maintain an erection during sexual intercourse while taking the PDE-5 inhibitor (Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie oft konntest Du während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) die Erektion während des Geschlechtsakts aufrechterhalten?",TREATMENT_EFFECTIVENESS,predefined,high,37,19644,105,5
52802,Do you have Diabetes?,Hast Du Diabetes?,MEDICAL_CONDITIONS,predefined,high,39,34170,200,5
52803,What are your current blood pressure readings?,Wie lauten Deine aktuellen Blutdruckwerte?,BLOOD_PRESSURE_CHECK,predefined,high,12,8802,263,5
52807,"Please confirm that you have answered all questions truthfully. We are not liable for any health consequences resulting from false information. Please also note the following: - If your erection lasts 4 hours or longer, we recommend that you see a Doctor immediately to avoid permanent damage. - Do not take several medicines for erectile dysfunction at the same time.  - Leave at least 24 hours (36 hours for Tadalafil / Cialis) between each dose.  - Do not exceed the dose prescribed by your Doctor.","Bitte bestätige, dass du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Beachte außerdem folgendes: - Falls Deine Erektion 4 Stunden oder länger andauern sollte, empfehlen wir Dir umgehend einen Arzt aufzusuchen, um dauerhafte Schäden zu vermeiden. - Nimm nicht mehrere Medikamente gegen Erektionsstörung gleichzeitig ein.  - Beachte eine Pause von mindestens 24 Stunden (bei Tadalafil / Cialis von 36 Stunden) zwischen zwei Einnahmen.  - Überschreite nicht die Dir vom Arzt verschriebene Dosis.",TREATMENT_CONFIRMATION,confirmation,high,18,8812,201,5
52980,------------------------------------- ATTENTION ------------------------------------ EASY REORDER QUESTIONNAIRE!!! Please ONLY prescribe if you see a previous RX Treatment in the Patient History (same Indication). ------------------------------------- ATTENTION ------------------------------------ EN: Which PDE-5 inhibitor did you take?,Welchen PDE-5-Hemmer hast Du eingenommen?,MEDICATION_HISTORY,predefined,high,83,48628,12,1
52981,"How satisfied are you with your sex life since taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie zufrieden bist Du mit deinem Sexualleben seitdem Du den PDE-5-Hemmer ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) einnimmst?",TREATMENT_EFFECTIVENESS,predefined,high,2,4724,105,1
52982,Have you been newly diagnosed with any of the following conditions or medical events by a Doctor in the last few months since you were prescribed PDE-5-Inhibitors (independent of taking the PDE-5-Inhibitor)? Please select which applies.,Wurde bei Dir in den letzten Monaten seit Deiner Verschreibung des PDE-5-Hemmers eine der folgenden Krankheiten oder medizinischen Ereignisse durch einen Arzt neu diagnostiziert (unabhängig von der Einnahme des PDE-5-Hemmers)? Bitte wähle Zutreffende aus.,MEDICAL_CONDITIONS,predefined,high,3,4726,105,1
52984,Are you currently taking any of the following medications? Please select the appropriate ones.,Nimmst Du aktuell eines der folgenden Medikamente ein? Bitte wähle Zutreffende aus.,MEDICATION_HISTORY,predefined,high,4,4728,202,1
52986,"Have you experienced the following side effects while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Sind folgende Nebenwirkungen während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) aufgetreten?",SIDE_EFFECT_REPORT,predefined,high,5,4730,210,1
52987,"Have you experienced the following side effects while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Sind folgende Nebenwirkungen während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) aufgetreten?",SIDE_EFFECT_REPORT,predefined,high,5,4730,210,1
52988,"How often did you achieve an erection sufficient for penetration and sexual intercourse while taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie oft hast Du während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) eine für die Penetration und Ausübung des Geschlechtakts ausreichende Erektion erreicht?",TREATMENT_EFFECTIVENESS,predefined,high,36,19643,105,1
52989,"How often could you maintain an erection during sexual intercourse while taking the PDE-5 inhibitor (Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie oft konntest Du während der Einnahme des PDE-5-Hemmers ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) die Erektion während des Geschlechtsakts aufrechterhalten?",TREATMENT_EFFECTIVENESS,predefined,high,37,19644,105,1
52992,Do you have Diabetes?,Hast Du Diabetes?,MEDICAL_CONDITIONS,predefined,high,39,34170,200,1
52993,What are your current blood pressure readings?,Wie lauten Deine aktuellen Blutdruckwerte?,BLOOD_PRESSURE_CHECK,predefined,high,12,8802,263,1
52997,"Please confirm that you have answered all questions truthfully. We are not liable for any health consequences resulting from false information. Please also note the following: - If your erection lasts 4 hours or longer, we recommend that you see a Doctor immediately to avoid permanent damage. - Do not take several medicines for erectile dysfunction at the same time.  - Leave at least 24 hours (36 hours for Tadalafil / Cialis) between each dose.  - Do not exceed the dose prescribed by your Doctor.","Bitte bestätige, dass du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Beachte außerdem folgendes: - Falls Deine Erektion 4 Stunden oder länger andauern sollte, empfehlen wir Dir umgehend einen Arzt aufzusuchen, um dauerhafte Schäden zu vermeiden. - Nimm nicht mehrere Medikamente gegen Erektionsstörung gleichzeitig ein.  - Beachte eine Pause von mindestens 24 Stunden (bei Tadalafil / Cialis von 36 Stunden) zwischen zwei Einnahmen.  - Überschreite nicht die Dir vom Arzt verschriebene Dosis.",TREATMENT_CONFIRMATION,confirmation,high,18,8812,201,1
54141,What other pre-existing conditions do you suffer from or what other prescription medication are you taking?,An welchen weiteren Vorerkrankungen leidest Du oder welche weitere verschreibungspflichtige Medikamente nimmst Du ein?,MEDICAL_CONDITIONS,free_text,high,91,54141,30,9
54176,Do you regularly have difficulty getting or maintaining an erection?,Hast Du regelmäßig Schwierigkeiten eine Erektion zu bekommen oder zu halten?,SYMPTOM_ASSESSMENT,predefined,high,6,8795,95,51
54178,Have you had difficulties with erections for more than a year?,Hast Du seit mehr als einem Jahr Schwierigkeiten mit der Erektion?,SYMPTOM_DURATION,predefined,high,7,8797,97,51
54179,How often have you achieved an erection sufficient for penetration and sexual intercourse?,Wie oft hast Du eine für die Penetration und Ausübung des Geschlechtakts ausreichende Erektion erreicht?,TREATMENT_EFFECTIVENESS,predefined,high,8,8798,97,51
54180,How satisfied are you with your sex life even without medication (e.g. Viagra)?,Wie zufrieden bist Du mit Deine Sexualleben auch ohne Unterstützung eines Medikaments (z. B. Viagra)?,TREATMENT_EFFECTIVENESS,predefined,high,9,8799,97,51
54181,"Are your erections sometimes fine? E.g. when waking in the morning, during masturbation or in some erotic situations.","Hast Du manchmal keine Probleme mit der Erektion? Beispielsweise beim morgendlichen Erwachen, beim Masturbieren oder beim Geschlechtsverkehr?",SYMPTOM_ASSESSMENT,predefined,high,35,17398,29,51
54182,"You should have done a blood pressure test within the last year to answer the following questions. It is best to have your blood pressure measured regularly by Doctors, Nurses or Pharmacists.","Du solltest innerhalb des letzten Jahres einen Blutdrucktest gemacht haben um die folgenden Fragen zu beantworten. Am besten lässt Du regelmäßig Deinen Blutdruck durch Ärzte, Krankenpflegepersonal oder Apotheker messen.",BLOOD_PRESSURE_CHECK,predefined,high,11,8801,95,51
54183,What are your current blood pressure readings?,Wie lauten Deine aktuellen Blutdruckwerte?,BLOOD_PRESSURE_CHECK,predefined,high,12,8802,263,51
54185,We need your height and weight to calculate your current BMI value.,"Wir benötigen Deine Körpergröße und Dein Gewicht, um Deinen aktuellen BMI-Wert zu berechnen.",BMI_MEASUREMENT,json_structured,high,13,8804,134,51
54186,Do you regularly drink large amounts of alcohol? (more than 1.5 litres of beer or 0.75 of a litre of wine),"Trinkst Du regelmäßig größere Mengen Alkohol? (mehr als 1,5 Liter Bier oder 0,75 Liter Wein)",LIFESTYLE_ASSESSMENT,predefined,high,14,8805,97,51
54187,Do you smoke regularly?,Rauchst Du regelmäßig?,LIFESTYLE_ASSESSMENT,predefined,high,15,8806,97,51
54188,Have you been diagnosed with any of the following diseases or medical events by a Physician? Please select applicable.,Wurde bei Dir eine der folgenden Krankheiten oder medizinischen Ereignisse durch einen Arzt diagnostiziert? Bitte wähle Zutreffende aus.,MEDICAL_CONDITIONS,predefined,high,40,35340,90,51
54190,Are you currently taking any of the following medications? Please select the appropriate ones.,Nimmst Du aktuell eines der folgenden Medikamente ein? Bitte wähle Zutreffende aus.,MEDICATION_HISTORY,predefined,high,4,4728,202,51
54192,"Have you been advised by a physician to avoid strenuous physical activity? For example, because of serious heart disease or heart pain (angina pectoris or unstable angina)?","Wurde Dir durch einen Mediziner empfohlen, starke körperliche Anstrengungen zu vermeiden? Zum Beispiel wegen ernsthaften Herzerkrankungen oder Herzschmerz (Angina pectoris oder Instabile Angina)?",MEDICAL_CONDITIONS,predefined,high,17,8811,97,51
54193,"Please confirm that you have answered all questions truthfully. We are not liable for any health consequences resulting from false information. Please also note the following: - If your erection lasts 4 hours or longer, we recommend that you see a Doctor immediately to avoid permanent damage. - Do not take several medicines for erectile dysfunction at the same time.  - Leave at least 24 hours (36 hours for Tadalafil / Cialis) between each dose.  - Do not exceed the dose prescribed by your Doctor.","Bitte bestätige, dass du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung. Beachte außerdem folgendes: - Falls Deine Erektion 4 Stunden oder länger andauern sollte, empfehlen wir Dir umgehend einen Arzt aufzusuchen, um dauerhafte Schäden zu vermeiden. - Nimm nicht mehrere Medikamente gegen Erektionsstörung gleichzeitig ein.  - Beachte eine Pause von mindestens 24 Stunden (bei Tadalafil / Cialis von 36 Stunden) zwischen zwei Einnahmen.  - Überschreite nicht die Dir vom Arzt verschriebene Dosis.",TREATMENT_CONFIRMATION,confirmation,high,18,8812,201,51
54196,Please indicate the sex you were assigned at birth.,"Bitte gib das Geschlecht an, welches Dir bei Deiner Geburt zugeordnet wurde.",DEMOGRAPHIC_INFO,predefined,high,19,8815,97,51
54197,How many times could you maintain an erection during sexual intercourse?,Wie oft kannst Du die Erektion während des Geschlechtsakts aufrechterhalten?,TREATMENT_EFFECTIVENESS,predefined,high,34,15193,97,51
54198,Do you have Diabetes?,Hast Du Diabetes?,MEDICAL_CONDITIONS,predefined,high,39,34170,200,51
54204,This may indicate underlying vascular disease. Please consult an offline doctor.,Dies kann Hinweis auf eine zugrundeliegende Gefäßerkrankung sein. Bitte suche zeitnah einen nierdergelassenen Arzt auf.,MEDICAL_CONSULTATION_ADVICE,confirmation,high,92,54204,3,16
54298,What other pre-existing conditions do you suffer from or what other prescription medication are you taking?,An welchen weiteren Vorerkrankungen leidest Du oder welche weitere verschreibungspflichtige Medikamente nimmst Du ein?,MEDICAL_CONDITIONS,free_text,high,91,54141,30,2
54318,Please enter your height and weight so that we can calculate your BMI* and check your suitability for Mounjaro®.,"Bitte trage Deine Größe und Dein Gewicht ein, damit wir Deinen BMI* berechnen und Deine Eignung für Mounjaro® prüfen können.",BMI_MEASUREMENT,json_structured,high,93,54318,1,89
54320,Do you have one of the following diseases? Your honest answer will help us to support you safely.,"Hast Du eine der folgenden Erkrankungen? Deine ehrliche Antwort hilft uns, Dich sicher zu unterstützen.",MEDICAL_CONDITIONS,predefined,high,94,54320,2,77
54321,Do you have one of the following diseases? Your honest answer will help us to support you safely.,"Hast Du eine der folgenden Erkrankungen? Deine ehrliche Antwort hilft uns, Dich sicher zu unterstützen.",MEDICAL_CONDITIONS,predefined,high,94,54320,2,21
54322,How long have you had weight problems?,Wie lange hast Du schon Gewichtsprobleme?,WEIGHT_PROBLEM_DURATION,predefined,high,95,54322,4,89
54324,"Have you used medication with the active ingredients tirzepatide, liraglutide or semaglutide to treat obesity in the past?","Hast Du in der Vergangenheit Medikamente mit den Wirkstoffen Tirzepatid, Liraglutid oder Semaglutid zur Behandlung von Übergewicht verwendet?",MEDICATION_HISTORY,predefined,high,96,54324,4,89
54325,"The active ingredient Tirzepatide has been shown in studies to be effective and generally well tolerated. However, as with any medication, undesirable side effects can also occur. If you have had such side effects in the past and they may have been the reason for discontinuing treatment, please report them.","Der Wirkstoff Tirzepatid hat sich in Studien als wirksam und meist gut verträglich erwiesen. Wie bei jedem Medikament können aber auch unerwünschte Nebenwirkungen auftreten. Wenn Du in der Vergangenheit solche Nebenwirkungen hattest und sie möglicherweise der Grund für das Absetzen der Behandlung waren, bitten wir Dich, diese anzugeben.",SIDE_EFFECT_REPORT,predefined,high,97,54325,2,9
54326,Have you taken other measures to lose weight in the past?,"Hast Du in der Vergangenheit andere Maßnahmen ergriffen, um abzunehmen?",WEIGHT_LOSS_HISTORY,predefined,high,98,54326,4,234
54328,Have you lost at least 5% of your weight in the last 3-6 months through lifestyle changes (diet and exercise)?,Hast Du in den letzten 3-6 Monaten mindestens 5 % Deines Gewichts durch Lebensstiländerungen (Ernährung und Bewegung) verloren?,WEIGHT_LOSS_HISTORY,predefined,high,99,54328,1,89
54332,How often do you exercise?,Wie häufig treibst Du Sport?,LIFESTYLE_ASSESSMENT,predefined,high,100,54332,4,89
54341,------------------------------------- ATTENTION ------------------------------------ EASY REORDER QUESTIONNAIRE!!! Please ONLY approve if you see previous ED orders by this patient in the history below. ------------------------------------- ATTENTION ------------------------------------ (EN: Which PDE-5 inhibitor did you take?),Welchen PDE-5-Hemmer hast Du eingenommen?,MEDICATION_HISTORY,predefined,high,38,20804,83,83
54342,"How satisfied are you with your sex life since taking the PDE-5 inhibitor ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra))?","Wie zufrieden bist Du mit deinem Sexualleben seitdem Du den PDE-5-Hemmer ((Sildenafil (Viagra), Tadalafil (Cialis), Vardenafil (Levitra)) einnimmst?",TREATMENT_EFFECTIVENESS,predefined,high,2,4724,105,83
