question_id,answer_id,answer_de,answer_en,row_count
80394,145780,Ich fühle mich selbstbewusster.,I feel more self-confident.,9
80394,145781,"Ich fühle mich motivierter, gesund zu leben.",I feel more motivated to live a healthy life.,15
80394,145782,Ich spüre keine Veränderung.,I don't feel any change.,1
80395,145792,Keine Nebenwirkungen,No side effects,27
80397,145793,Gelegentliche Übelkeit oder Erbrechen (z. B. kurz nach der Injektion),Occasional nausea or vomiting (e.g. shortly after injection),1
80397,145795,"Allgemeine Magen-Darm-Beschwerden (z. B. Verdauungsstörungen, Magenschleimhautentzündung, Bauchschmerzen, Völlegefühl, Blähungen)","General gastrointestinal complaints (e.g. indigestion, gastritis, abdominal pain, bloating, flatulence)",1
80397,145798,Schlafstörungen,Sleep disturbances,1
80397,145800,Hautreaktionen an der Injektionsstelle,Skin reactions at the injection site,1
80397,145801,Keine Nebenwirkungen,No side effects,24
80398,145802,Ich vestehe und bestätige.,I understand and confirm.,3
80399,145803,Ich vestehe und bestätige.,I understand and confirm.,27
80404,145804,Ja!,Yes!,19
80404,145805,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",8
81352,146608,Einmal pro Woche,Once a week,1
81352,146609,Selten,Rarely,1
81353,146612,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,2
81354,146614,Nein,No,2
81356,146618,1-5 Jahre,1-5 years,2
81357,146622,Nein,No,2
81360,146623,Nein,No,1
81360,146625,Sport,Exercise,1
81370,146632,Ich verstehe und bestätige.,I understand and confirm.,1
81388,146633,Ich verstehe und bestätige.,I understand and confirm.,2
81396,146636,Keine der genannten,"None of the above"".",2
81402,146638,Keine der genannten,None of the above,2
81404,146642,Keine der genannten,None of the above,2
81406,146655,Keiner der genannten,None of the above,2
81408,146658,Keine der genannten,None of the above,2
81411,146663,Foto sofort hochladen,Upload photo immediately,1
81411,146664,Später hochladen,Upload photo later,1
81417,146667,Ich verstehe und bestätige.,I understand and confirm.,1
81626,146867,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,2
81627,146868,Täglich,Daily,1
81627,146869,Mehrmals pro Woche,Several times a week,29
81627,146870,Einmal pro Woche,Once a week,24
81627,146871,Selten,Rarely,24
81627,146872,Gar nicht,Not at all,3
81628,146874,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,72
81628,146875,Hoch - Über 140/90,High 140/90,9
81629,146876,Nein,No,79
81629,146877,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost more than 4% body weight in 3 months with it",1
81629,146878,"Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",1
81631,146879,Weniger als 1 Jahr,Less than 1 year,2
81631,146880,1-5 Jahre,1-5 years,21
81631,146881,Mehr als 5 Jahre,More than 5 years,42
81631,146882,Seit der Kindheit oder Jugend,Since childhood or adolescence,16
81632,146883,Ja,Yes,22
81632,146884,Nein,No,59
81635,146885,Nein,No,2
81635,146886,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,49
81635,146887,Sport,Exercise,22
81635,146888,Ernährungsberatung,Nutritional counselling,4
81635,146891,Abnehm-App,Weight loss app,4
81645,146894,Ich verstehe und bestätige.,I understand and confirm.,52
81663,146895,Ich verstehe und bestätige.,I understand and confirm.,2
81671,146897,Ich habe gastroösophagealen Reflux,I have gastroesophageal reflux,4
81671,146898,Keine der genannten,"None of the above"".",77
81677,146900,Keine der genannten,None of the above,81
81679,146904,Keine der genannten,None of the above,81
81681,146917,Keiner der genannten,None of the above,81
81683,146920,Keine der genannten,None of the above,81
81686,146925,Foto sofort hochladen,Upload photo immediately,52
81686,146926,Später hochladen,Upload photo later,29
81692,146929,Ich verstehe und bestätige.,I understand and confirm.,41
81706,146930,Prädiabetes,Prediabetes,3
81706,146931,obstruktive Schlafapnoe,Obstructive Sleep Apnoea,2
81706,146932,Dyslipidämie,Dyslipidaemia,1
81706,146933,Erhöhung des Cholesterins und / oder der Triglyceriden im Blut,Elevation of Cholesterol and / or Triglycerides in the Blood,8
81706,146934,niedriger HDL-Cholesterinspiegel,Low HDL Cholesterol Level,2
81706,146935,Keine der genannten,None of the Above,2
81713,146945,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,3
81714,146947,Mehrmals pro Woche,Several times a week,8
81714,146948,Einmal pro Woche,Once a week,15
81714,146949,Selten,Rarely,5
81714,146950,Gar nicht,Not at all,1
81715,146952,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,26
81715,146953,Hoch - Über 140/90,High 140/90,3
81716,146954,Nein,No,26
81716,146955,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost more than 4% body weight in 3 months with it",2
81716,146956,"Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",1
81718,146957,Weniger als 1 Jahr,Less than 1 year,1
81718,146958,1-5 Jahre,1-5 years,7
81718,146959,Mehr als 5 Jahre,More than 5 years,11
81718,146960,Seit der Kindheit oder Jugend,Since childhood or adolescence,10
81719,146961,Ja,Yes,8
81719,146962,Nein,No,21
81722,146963,Nein,No,1
81722,146964,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,18
81722,146965,Sport,Exercise,4
81722,146966,Ernährungsberatung,Nutritional counselling,3
81722,146967,Medikamente,medication,1
81722,146969,Abnehm-App,Weight loss app,1
81722,146971,Krankenhausaufenthalt oder Kur oder Reha,Hospitalization or spa or rehab,1
81732,146972,Ich verstehe und bestätige.,I understand and confirm.,19
81750,146973,Ich verstehe und bestätige.,I understand and confirm.,3
81758,146975,Ich habe gastroösophagealen Reflux,I have gastroesophageal reflux,2
81758,146976,Keine der genannten,"None of the above"".",27
81764,146978,Keine der genannten,None of the above,29
81766,146982,Keine der genannten,None of the above,29
81768,146995,Keiner der genannten,None of the above,29
81770,146998,Keine der genannten,None of the above,29
81773,147003,Foto sofort hochladen,Upload photo immediately,19
81773,147004,Später hochladen,Upload photo later,10
81779,147007,Ich verstehe und bestätige.,I understand and confirm.,10
81793,147008,Prädiabetes,Prediabetes,2
81793,147009,obstruktive Schlafapnoe,Obstructive Sleep Apnoea,3
81793,147011,Erhöhung des Cholesterins und / oder der Triglyceriden im Blut,Elevation of Cholesterol and / or Triglycerides in the Blood,2
81793,147013,Keine der genannten,None of the Above,2
82417,147782,Einmal pro Woche,Once a week,1
82418,147786,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,1
82419,147788,Nein,No,1
82421,147793,Mehr als 5 Jahre,More than 5 years,1
82422,147796,Nein,No,1
82425,147803,Abnehm-App,Weight loss app,1
82461,147810,Keine der genannten,"None of the above"".",1
82467,147812,Keine der genannten,None of the above,1
82469,147816,Keine der genannten,None of the above,1
82471,147829,Keiner der genannten,None of the above,1
82473,147832,Keine der genannten,None of the above,1
82476,147838,Später hochladen,Upload photo later,1
82482,147841,Ich verstehe und bestätige.,I understand and confirm.,1
84071,149949,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,22
84071,149950,Hoch - Über 140/90,Hoch - Über 140/90,3
84073,149951,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",6
84073,149952,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",15
84073,149953,Nein,No,4
84074,149958,Nichts davon,None of the above,21
84077,149960,Nein,No,25
84086,149991,0.25 mg Semaglutid,0.25 mg Semaglutide,9
84086,149992,0.5 mg Semaglutid,0.5 mg Semaglutide,5
84086,149993,1 mg Semaglutid,1 mg Semaglutide,9
84086,149994,1.7 mg Semaglutid,1.7 mg Semaglutid,1
84086,149995,2.4 mg Semaglutid,2.4 mg Semaglutid,1
84087,149996,Ja!,Yes!,13
84087,149997,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",12
84096,149998,Regelmäßig 1 x wöchentlich,Regularly 1 x weekly,24
84096,150000,Häufiger als 1 x wöchentlich,More frequently than 1 x weekly,1
84097,150001,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,23
84097,150002,Ich habe eine Einnahmepause von unter 2 Wochen.,I have a break in taking the medication of less than 2 weeks.,2
84098,150004,Ich fühle mich aktiver/fitter,I feel more active/fitter,12
84098,150005,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,18
84098,150006,Ich fühle mich selbstbewusster,I feel more confident,13
84098,150007,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,12
84098,150008,Ich spüre keine Veränderung,I don't feel any change,1
84099,150009,Ich verstehe und bestätige,I understand and confirm,2
84102,150010,Diät (eigene Diät oder ein Programm),Diet (own diet or a programme),13
84102,150011,Sport,Exercise,21
84102,150014,Abnehm-App,Weight loss app,3
84103,150020,Nein,No,25
84109,150026,Ja,Yes,1
84109,150027,Nein,No,24
84113,150037,Keine Nebenwirkungen,No side effects,25
84115,150038,Gelegentliche Übelkeit oder Erbrechen (z. B. nur kurzzeitig nach Injektion),Occasional nausea or vomiting (e.g. only for a short time after injection),1
84115,150046,Keine Nebenwirkungen,No side effects,24
84116,150047,Ich vestehe und bestätige.,I understand and confirm.,1
84118,150051,Ich verstehe und bestätige,I understand and confirm,25
84172,150055,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,2
84174,150057,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",1
84174,150058,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",1
84175,150064,Nichts davon,None of the above,2
84178,150066,Nein,No,2
84187,150097,0.25 mg Semaglutid,0.25 mg Semaglutide,1
84187,150098,0.5 mg Semaglutid,0.5 mg Semaglutide,1
84188,150102,Ja!,Yes!,2
84197,150104,Regelmäßig 1 x wöchentlich,Regularly 1 x weekly,2
84198,150107,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,1
84198,150108,Ich habe eine Einnahmepause von unter 2 Wochen.,I have a break in taking the medication of less than 2 weeks.,1
84199,150110,Ich fühle mich aktiver/fitter,I feel more active/fitter,2
84199,150111,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,2
84199,150112,Ich fühle mich selbstbewusster,I feel more confident,2
84199,150113,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,1
84200,150115,Ich verstehe und bestätige,I understand and confirm,1
84203,150116,Diät (eigene Diät oder ein Programm),Diet (own diet or a programme),2
84203,150117,Sport,Exercise,1
84203,150120,Abnehm-App,Weight loss app,2
84204,150126,Nein,No,2
84210,150133,Nein,No,2
84214,150143,Keine Nebenwirkungen,No side effects,2
84216,150152,Keine Nebenwirkungen,No side effects,2
84219,150157,Ich verstehe und bestätige,I understand and confirm,2
84378,150271,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,1
84380,150275,Nein,No,1
84384,150282,Nein,No,1
84393,150313,0.25 mg Semaglutid,0.25 mg Semaglutide,1
84394,150318,Ja!,Yes!,1
84403,150320,Regelmäßig 1 x wöchentlich,Regularly 1 x weekly,1
84404,150323,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,1
84405,150330,Ich spüre keine Veränderung,I don't feel any change,1
84409,150333,Sport,Exercise,1
84410,150342,Nein,No,1
84416,150349,Nein,No,1
84420,150359,Keine Nebenwirkungen,No side effects,1
84422,150368,Keine Nebenwirkungen,No side effects,1
84425,150373,Ich verstehe und bestätige,I understand and confirm,1
84479,150377,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,2
84481,150380,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",1
84481,150381,Nein,No,1
84482,150386,Nichts davon,None of the above,1
84485,150388,Nein,No,2
84494,150419,0.25 mg Semaglutid,0.25 mg Semaglutide,2
84495,150424,Ja!,Yes!,2
84504,150426,Regelmäßig 1 x wöchentlich,Regularly 1 x weekly,1
84504,150428,Häufiger als 1 x wöchentlich,More frequently than 1 x weekly,1
84505,150429,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,2
84506,150432,Ich fühle mich aktiver/fitter,I feel more active/fitter,1
84506,150435,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,1
84510,150439,Sport,Exercise,2
84511,150448,Nein,No,2
84517,150455,Nein,No,2
84521,150465,Keine Nebenwirkungen,No side effects,2
84523,150474,Keine Nebenwirkungen,No side effects,2
84526,150479,Ich verstehe und bestätige,I understand and confirm,2
90279,156839,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,1
90280,156841,Mehrmals pro Woche,Several times a week,4
90280,156842,Einmal pro Woche,Once a week,6
90280,156843,Selten,Rarely,1
90281,156846,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,9
90281,156847,Hoch - Über 140/90,High 140/90,2
90282,156848,Nein,No,10
90282,156849,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost more than 4% body weight in 3 months with it",1
90284,156852,1-5 Jahre,1-5 years,1
90284,156853,Mehr als 5 Jahre,More than 5 years,9
90284,156854,Seit der Kindheit oder Jugend,Since childhood or adolescence,1
90285,156856,Nein,No,11
90288,156857,Nein,No,2
90288,156858,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,3
90288,156859,Sport,Exercise,5
90288,156863,Abnehm-App,Weight loss app,1
90298,156866,Ich verstehe und bestätige.,I understand and confirm.,11
90316,156867,Ich verstehe und bestätige.,I understand and confirm.,3
90324,156870,Keine der genannten,"None of the above"".",11
90330,156872,Keine der genannten,None of the above,11
90332,156876,Keine der genannten,None of the above,11
90334,156889,Keiner der genannten,None of the above,11
90336,156892,Keine der genannten,None of the above,11
90355,156902,Keine der genannten,None of the Above,2
90368,156908,Prädiabetes,Prediabetes,2
90368,156909,obstruktive Schlafapnoe,Obstructive Sleep Apnoea,2
90368,156911,Erhöhung des Cholesterins und / oder der Triglyceriden im Blut,Elevation of Cholesterol and / or Triglycerides in the Blood,4
90368,156913,Keine der genannten,None of the Above,4
90369,156914,Weniger als 1 Jahr,Less than 1 year,4
90369,156915,1-5 Jahre,1-5 years,11
90369,156916,Mehr als 5 Jahre,More than 5 years,29
90369,156917,Seit der Kindheit oder Jugend,Since childhood or adolescence,17
90371,156918,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,    I lost more than 4% body weight in 3 months with it",3
90371,156920,Nein,No,58
90372,156925,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,3
90375,156926,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,53
90375,156927,Sport,Exercise,49
90375,156928,Ernährungsberatung,Nutritional counselling,24
90375,156929,Medikamente,medication,1
90375,156930,Hypnose,Hypnosis,8
90375,156931,Abnehm-App,Weight loss app,25
90375,156932,"Krankenhausaufenthalt, Kur oder Reha","Hospitalization, spa or rehab",1
90375,156933,Anderes,Other,3
90377,156935,Täglich,Daily,2
90377,156936,Mehrmals pro Woche,Several times a week,23
90377,156937,Einmal pro Woche,Once a week,25
90377,156938,Selten,Rarely,9
90377,156939,Gar nicht,Not at all,2
90378,156941,Normal - Zwischen 90/60 - 140/90,Normal - Between 90/60 - 140/90,55
90378,156942,Hoch - Über 140/90,High - Above 140/90,6
90379,156949,Keine der genannten,None of the above,61
90382,156957,Keine der genannten,None of the above,61
90384,156963,Keine der genannten,None of the above,61
90387,156964,Ja,Yes,4
90387,156965,Nein,No,57
90389,156970,Keine der genannten,None of the above,61
90395,156976,Ich verstehe und bestätige.,I understand and confirm.,61
91264,158864,Normal: 90/60 bis 140/90,Normal: 90/60 to 140/90,6
91266,158867,Nein,No,6
91270,158874,Nein,No,6
91276,158896,Keines der genannten,None of the above,6
91278,158897,"2,5 mg Tirzepatid",2.5 mg Tirzepatide,6
91279,158903,Regelmäßig 1-mal wöchentlich,Regularly once a week,6
91280,158906,Ich wende das Medikament lückenlos an.,I use the medication without interruption.,5
91280,158908,Ich habe eine Einnahmepause von über 4 Wochen.,I have taken a break of more than 4 weeks.,1
91281,158909,Diät – eigene Diät oder ein spezielles Programm,Diet - own diet or a special programme,1
91281,158910,Sport,Sport,4
91281,158912,Ernährungsberatung,Nutritional advice,2
91281,158914,Abnehm-App,Weight loss app,1
91281,158915,Anderes,Other,1
91282,158918,Ich verstehe und bestätige,I understand and confirm,2
91286,158922,Ich fühle mich aktiver / fitter.,I feel more active / fitter.,2
91286,158923,Ich fühle mich wohler in meinem Körper.,I feel more comfortable in my body.,3
91286,158924,Ich fühle mich selbstbewusster.,I feel more self-confident.,2
91286,158925,"Ich fühle mich motivierter, gesund zu leben.",I feel more motivated to live a healthy life.,5
91287,158936,Keine Nebenwirkungen,No side effects,6
91289,158945,Keine Nebenwirkungen,No side effects,6
91291,158947,Ich vestehe und bestätige.,I understand and confirm.,6
91296,158948,Ja!,Yes!,3
91296,158949,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",3
92216,159999,Keine der genannten,None of the above,1
92217,160001,Obstruktive Schlafapnoe,Obstructive sleep apnoea,1
92218,160007,1-5 Jahre,1-5 years,1
92218,160008,Mehr als 5 Jahre,More than 5 years,1
92220,160010,Nein,No,2
92222,160018,Diät - eigene Diät oder ein Programm,Diet - own diet or a programme,1
92222,160019,Sport,Sport,1
92222,160024,Anderes,Other,1
92224,160027,"Ja, ich habe mindestens 5 % meines Gesamtkörpergewichts verloren.","Yes,   I have lost at least 5% of my total body weight.",1
92224,160028,"Nein, ich habe weniger als 5 % meines Gesamtkörpergewichts verloren.","No,   I have lost less than 5% of my total body weight.",1
92227,160029,Ich bin nach einer Mahlzeit satt und höre auf zu essen.,I feel full after a meal and stop eating.,1
92227,160032,Ich esse unabhängig von meinem Hungergefühl.,I eat regardless of my hunger.,1
92228,160035,Mehrmals pro Woche,Several times a week,1
92228,160038,Gar nicht,Not at all,1
92237,160040,Normal: 90/60 bis 140/90,Normal: 90/60 to 140/90,1
92237,160041,Hoch: Über 140/90,High: Over 140/90,1
92238,160043,Keine der genannten,None of the above,2
92243,160047,Keines der genannten,Keines der genannten,2
92244,160054,Keine der genannten,None of the above,2
92246,160064,Keine der genannten,None of the above,2
92249,160072,Keine der genannten,None of the above,2
92251,160073,Ja,Yes,1
92251,160074,Nein,No,1
92252,160075,Jetzt hochladen,Upload Now,1
92252,160076,Später hochladen,Upload Later,1
92258,160078,Ich verstehe und bestätige,I understand and confirm,1
92260,160080,Ich verstehe und bestätige,I understand and confirm,1
92269,160084,Normal: 90/60 bis 140/90,Normal: 90/60 to 140/90,3
92271,160087,Nein,No,3
92275,160094,Nein,No,3
92281,160116,Keines der genannten,None of the above,3
92283,160117,"2,5 mg Tirzepatid",2.5 mg Tirzepatide,1
92283,160120,10 mg Tirzepatid,10 mg Tirzepatide,1
92283,160122,15 mg Tirzepatid,15 mg Tirzepatide,1
92284,160123,Regelmäßig 1-mal wöchentlich,Regularly once a week,3
92285,160126,Ich wende das Medikament lückenlos an.,I use the medication without interruption.,1
92285,160127,Ich habe eine Einnahmepause von unter 4 Wochen.,I have a break of less than 4 weeks.,1
92285,160128,Ich habe eine Einnahmepause von über 4 Wochen.,I have taken a break of more than 4 weeks.,1
92286,160129,Diät – eigene Diät oder ein spezielles Programm,Diet - own diet or a special programme,3
92286,160130,Sport,Sport,3
92286,160132,Ernährungsberatung,Nutritional advice,1
92286,160133,Hypnose,Hypnosis,1
92286,160135,Anderes,Other,1
92287,160138,Ich verstehe und bestätige,I understand and confirm,1
92291,160142,Ich fühle mich aktiver / fitter.,I feel more active / fitter.,2
92291,160143,Ich fühle mich wohler in meinem Körper.,I feel more comfortable in my body.,1
92291,160144,Ich fühle mich selbstbewusster.,I feel more self-confident.,2
92291,160145,"Ich fühle mich motivierter, gesund zu leben.",I feel more motivated to live a healthy life.,2
92292,160156,Keine Nebenwirkungen,No side effects,3
92294,160163,Veränderungen im Geschmacksempfinden,Changes in taste sensation,1
92294,160165,Keine Nebenwirkungen,No side effects,2
92295,160166,Ich vestehe und bestätige.,I understand and confirm.,1
92296,160167,Ich vestehe und bestätige.,I understand and confirm.,3
92301,160168,Ja!,Yes!,1
92301,160169,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",2
92456,160451,Normal: 90/60 bis 140/90,Normal: 90/60 to 140/90,25
92458,160454,Nein,No,25
92462,160461,Nein,No,25
92468,160483,Keines der genannten,None of the above,25
92470,160484,"2,5 mg Tirzepatid",2.5 mg Tirzepatide,9
92470,160485,5 mg Tirzepatid,5 mg Tirzepatide,8
92470,160486,"7,5 mg Tirzepatid",7.5 mg Tirzepatide,3
92470,160487,10 mg Tirzepatid,10 mg Tirzepatide,5
92471,160490,Regelmäßig 1-mal wöchentlich,Regularly once a week,25
92472,160493,Ich wende das Medikament lückenlos an.,I use the medication without interruption.,23
92472,160494,Ich habe eine Einnahmepause von unter 4 Wochen.,I have a break of less than 4 weeks.,1
92472,160495,Ich habe eine Einnahmepause von über 4 Wochen.,I have taken a break of more than 4 weeks.,1
92473,160496,Diät – eigene Diät oder ein spezielles Programm,Diet - own diet or a special programme,18
92473,160497,Sport,Sport,16
92473,160499,Ernährungsberatung,Nutritional advice,1
92473,160501,Abnehm-App,Weight loss app,7
92473,160502,Anderes,Other,1
92474,160505,Ich verstehe und bestätige,I understand and confirm,1
92478,160509,Ich fühle mich aktiver / fitter.,I feel more active / fitter.,18
92478,160510,Ich fühle mich wohler in meinem Körper.,I feel more comfortable in my body.,19
92478,160511,Ich fühle mich selbstbewusster.,I feel more self-confident.,14
92478,160512,"Ich fühle mich motivierter, gesund zu leben.",I feel more motivated to live a healthy life.,16
92478,160513,Ich spüre keine Veränderung.,I don't feel any change.,3
92479,160523,Keine Nebenwirkungen,No side effects,25
92481,160524,Gelegentliche Übelkeit oder Erbrechen (z. B. kurz nach der Injektion),Occasional nausea or vomiting (e.g. shortly after injection),4
92481,160525,Durchfall oder Verstopfung,Diarrhoea or constipation,3
92481,160527,Schwäche- oder Müdigkeitsgefühl,Feeling weak or tired,1
92481,160528,Schwindel,Dizziness,1
92481,160532,Keine Nebenwirkungen,No side effects,17
92482,160533,Ich vestehe und bestätige.,I understand and confirm.,8
92483,160534,Ich vestehe und bestätige.,I understand and confirm.,25
92488,160535,Ja!,Yes!,12
92488,160536,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",13
95409,164540,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,4
95411,164542,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",1
95411,164543,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",3
95412,164549,Nichts davon,None of the above,4
95415,164551,Nein,No,4
95424,164582,0.25 mg Semaglutid,0.25 mg Semaglutide,3
95424,164583,0.5 mg Semaglutid,0.5 mg Semaglutide,1
95425,164587,Ja!,Yes!,3
95425,164588,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No, I would like to stay on my current dose",1
95434,164589,Regelmäßig 1 x wöchentlich,Regularly 1 x weekly,4
95435,164592,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,4
95436,164595,Ich fühle mich aktiver/fitter,I feel more active/fitter,1
95436,164596,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,4
95436,164597,Ich fühle mich selbstbewusster,I feel more confident,1
95436,164598,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,1
95440,164601,Diät (eigene Diät oder ein Programm),Diet (own diet or a programme),3
95440,164602,Sport,Exercise,3
95441,164611,Nein,No,4
95447,164618,Nein,No,4
95451,164628,Keine Nebenwirkungen,No side effects,4
95453,164634,Schlafstörungen,Sleep disturbances,1
95453,164637,Keine Nebenwirkungen,No side effects,3
95454,164638,Ich vestehe und bestätige.,I understand and confirm.,1
95456,164642,Ich verstehe und bestätige,I understand and confirm,4
95512,164654,Mehrmals pro Woche,Several times a week,4
95512,164655,Einmal pro Woche,Once a week,5
95512,164656,Selten,Rarely,4
95513,164659,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,12
95513,164660,Hoch - Über 140/90,High 140/90,1
95514,164661,Nein,No,13
95516,164665,1-5 Jahre,1-5 years,6
95516,164666,Mehr als 5 Jahre,More than 5 years,5
95516,164667,Seit der Kindheit oder Jugend,Since childhood or adolescence,2
95517,164668,Ja,Yes,2
95517,164669,Nein,No,11
95520,164671,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,7
95520,164672,Sport,Exercise,5
95520,164673,Ernährungsberatung,Nutritional counselling,1
95530,164679,Ich verstehe und bestätige.,I understand and confirm.,9
95548,164680,Ich verstehe und bestätige.,I understand and confirm.,2
95556,164683,Keine der genannten,"None of the above"".",13
95562,164685,Keine der genannten,None of the above,13
95564,164689,Keine der genannten,None of the above,13
95566,164702,Keiner der genannten,None of the above,13
95568,164705,Keine der genannten,None of the above,13
95571,164710,Foto sofort hochladen,Upload photo immediately,9
95571,164711,Später hochladen,Upload photo later,4
95577,164714,Ich verstehe und bestätige.,I understand and confirm.,5
95591,164716,obstruktive Schlafapnoe,Obstructive Sleep Apnoea,1
95591,164720,Keine der genannten,None of the Above,1
95785,164908,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,1
95787,164911,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",1
95788,164917,Nichts davon,None of the above,1
95791,164919,Nein,No,1
95800,164950,0.25 mg Semaglutid,0.25 mg Semaglutide,1
95801,164955,Ja!,Yes!,1
95810,164957,Regelmäßig 1 x wöchentlich,Regularly 1 x weekly,1
95811,164960,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,1
95812,164964,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,1
95816,164969,Diät (eigene Diät oder ein Programm),Diet (own diet or a programme),1
95816,164970,Sport,Exercise,1
95817,164979,Nein,No,1
95823,164986,Nein,No,1
95827,164996,Keine Nebenwirkungen,No side effects,1
95829,165005,Keine Nebenwirkungen,No side effects,1
95832,165010,Ich verstehe und bestätige,I understand and confirm,1
95888,165022,Mehrmals pro Woche,Several times a week,2
95888,165023,Einmal pro Woche,Once a week,2
95888,165024,Selten,Rarely,2
95889,165027,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,6
95890,165029,Nein,No,6
95892,165032,Weniger als 1 Jahr,Less than 1 year,1
95892,165033,1-5 Jahre,1-5 years,3
95892,165034,Mehr als 5 Jahre,More than 5 years,1
95892,165035,Seit der Kindheit oder Jugend,Since childhood or adolescence,1
95893,165036,Ja,Yes,1
95893,165037,Nein,No,5
95896,165038,Nein,No,1
95896,165039,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,2
95896,165040,Sport,Exercise,3
95906,165047,Ich verstehe und bestätige.,I understand and confirm.,3
95924,165048,Ich verstehe und bestätige.,I understand and confirm.,1
95932,165051,Keine der genannten,"None of the above"".",6
95938,165053,Keine der genannten,None of the above,6
95940,165057,Keine der genannten,None of the above,6
